axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
52.25,-19.5,"2000-01-15T00:00:00",10.0,4.913863658905029,2.880009174346924,12.209417343139648
52.25,-19.5,"2000-02-15T00:00:00",10.0,6.1279449462890625,2.871410608291626,11.99381160736084
52.25,-19.5,"2000-03-16T00:00:00",10.0,2.7673916816711426,2.095717430114746,10.5172758102417
52.25,-19.5,"2000-04-15T00:00:00",10.0,2.422110080718994,-0.3758736848831177,9.401881217956543
52.25,-19.5,"2000-05-15T00:00:00",10.0,1.3482786417007446,-0.2323082536458969,8.32748031616211
52.25,-19.5,"2000-06-15T00:00:00",10.0,2.711855888366699,1.3953728675842285,8.080313682556152
52.25,-19.5,"2000-07-15T00:00:00",10.0,3.7035295963287354,0.15323589742183685,7.343183994293213
52.25,-19.5,"2000-08-15T00:00:00",10.0,3.5807547569274902,0.7557116150856018,7.914165019989014
52.25,-19.5,"2000-09-15T00:00:00",10.0,3.282170057296753,0.9330801367759705,8.880011558532715
52.25,-19.5,"2000-10-15T00:00:00",10.0,4.308181285858154,0.5242891907691956,10.85017204284668
52.25,-19.5,"2000-11-15T00:00:00",10.0,5.519344806671143,0.4887712299823761,11.253752708435059
52.25,-19.5,"2000-12-15T00:00:00",10.0,2.2745678424835205,2.6042444705963135,11.784913063049316
