axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
60.5,-56.25,"2000-01-15T00:00:00",10.0,4.93870210647583,-4.220170021057129,12.254151344299316
60.5,-56.25,"2000-02-15T00:00:00",10.0,5.652547836303711,-4.286343574523926,11.376338958740234
60.5,-56.25,"2000-03-16T00:00:00",10.0,3.664451837539673,-3.903367042541504,10.879302978515625
60.5,-56.25,"2000-04-15T00:00:00",10.0,1.3629103899002075,-3.6245269775390625,9.182559967041016
60.5,-56.25,"2000-05-15T00:00:00",10.0,0.5605160593986511,-1.2711633443832397,7.318946361541748
60.5,-56.25,"2000-06-15T00:00:00",10.0,-0.19555382430553436,-0.1815849393606186,6.782934188842773
60.5,-56.25,"2000-07-15T00:00:00",10.0,-0.05847102776169777,0.011013507843017578,5.791066646575928
60.5,-56.25,"2000-08-15T00:00:00",10.0,1.097809910774231,-0.37677401304244995,6.596273899078369
60.5,-56.25,"2000-09-15T00:00:00",10.0,1.2281908988952637,-1.1647595167160034,8.150069236755371
60.5,-56.25,"2000-10-15T00:00:00",10.0,1.8675884008407593,-2.10776686668396,9.051555633544922
60.5,-56.25,"2000-11-15T00:00:00",10.0,3.1141371726989746,-1.6883465051651,10.139302253723145
60.5,-56.25,"2000-12-15T00:00:00",10.0,2.970700263977051,-2.5519957542419434,11.126008033752441
