axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
48.25,-17.74999999999997,"2000-01-15T00:00:00",10.0,4.15073823928833,2.304267406463623,11.514153480529785
48.25,-17.74999999999997,"2000-02-15T00:00:00",10.0,4.716201305389404,2.219386100769043,10.696549415588379
48.25,-17.74999999999997,"2000-03-16T00:00:00",10.0,1.7868293523788452,1.6246418952941895,9.327227592468262
48.25,-17.74999999999997,"2000-04-15T00:00:00",10.0,2.6779348850250244,-0.6233982443809509,9.454394340515137
48.25,-17.74999999999997,"2000-05-15T00:00:00",10.0,1.6214053630828857,-0.14430169761180878,8.266961097717285
48.25,-17.74999999999997,"2000-06-15T00:00:00",10.0,2.7342529296875,0.9870620965957642,7.6337890625
48.25,-17.74999999999997,"2000-07-15T00:00:00",10.0,3.481539726257324,-0.516068160533905,6.941195964813232
48.25,-17.74999999999997,"2000-08-15T00:00:00",10.0,2.9073526859283447,-0.23132143914699554,7.019801616668701
48.25,-17.74999999999997,"2000-09-15T00:00:00",10.0,2.9439241886138916,0.31227222084999084,8.44754409790039
48.25,-17.74999999999997,"2000-10-15T00:00:00",10.0,4.193786144256592,0.7783634066581726,10.313118934631348
48.25,-17.74999999999997,"2000-11-15T00:00:00",10.0,4.883609294891357,-0.07343833893537521,10.536972999572754
48.25,-17.74999999999997,"2000-12-15T00:00:00",10.0,1.9855998754501343,2.367917060852051,11.14869499206543
