axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
26.25,-52.250000000000014,"2000-01-15T00:00:00",10.0,-2.8865966796875,-0.34607407450675964,7.370672225952148
26.25,-52.250000000000014,"2000-02-15T00:00:00",10.0,-1.9434142112731934,0.4887487590312958,7.293391704559326
26.25,-52.250000000000014,"2000-03-16T00:00:00",10.0,-1.6198421716690063,0.05695807933807373,7.100718975067139
26.25,-52.250000000000014,"2000-04-15T00:00:00",10.0,-2.466803550720215,0.465560644865036,6.638323783874512
26.25,-52.250000000000014,"2000-05-15T00:00:00",10.0,-2.6778910160064697,1.014718770980835,5.761293411254883
26.25,-52.250000000000014,"2000-06-15T00:00:00",10.0,-3.0606093406677246,0.9794444441795349,5.0937628746032715
26.25,-52.250000000000014,"2000-07-15T00:00:00",10.0,-5.568737983703613,0.1115565299987793,6.216435432434082
26.25,-52.250000000000014,"2000-08-15T00:00:00",10.0,-5.125105381011963,0.017871661111712456,6.026254177093506
26.25,-52.250000000000014,"2000-09-15T00:00:00",10.0,-3.5829832553863525,1.005454659461975,5.953342914581299
26.25,-52.250000000000014,"2000-10-15T00:00:00",10.0,-3.2015883922576904,0.4812106788158417,6.271483898162842
26.25,-52.250000000000014,"2000-11-15T00:00:00",10.0,-2.648348331451416,-0.9175910949707031,7.300401210784912
26.25,-52.250000000000014,"2000-12-15T00:00:00",10.0,-1.8081055879592896,-1.1873151063919067,7.399970531463623
