axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
60.5,-12.500000000000028,"2000-01-15T00:00:00",10.0,2.234839677810669,2.26246976852417,11.612651824951172
60.5,-12.500000000000028,"2000-02-15T00:00:00",10.0,4.441558361053467,1.9350546598434448,13.020413398742676
60.5,-12.500000000000028,"2000-03-16T00:00:00",10.0,1.5487967729568481,1.520151972770691,11.292896270751953
60.5,-12.500000000000028,"2000-04-15T00:00:00",10.0,-0.6119285821914673,-0.17309258878231049,10.119802474975586
60.5,-12.500000000000028,"2000-05-15T00:00:00",10.0,-0.29724857211112976,-0.5969786047935486,8.263932228088379
60.5,-12.500000000000028,"2000-06-15T00:00:00",10.0,-0.21375542879104614,0.4458865821361542,7.556303024291992
60.5,-12.500000000000028,"2000-07-15T00:00:00",10.0,1.1593189239501953,0.9309060573577881,6.933048725128174
60.5,-12.500000000000028,"2000-08-15T00:00:00",10.0,1.1938259601593018,2.3240318298339844,7.733680248260498
60.5,-12.500000000000028,"2000-09-15T00:00:00",10.0,1.489024043083191,1.7131800651550293,9.087087631225586
60.5,-12.500000000000028,"2000-10-15T00:00:00",10.0,0.9860303997993469,1.130443811416626,10.411136627197266
60.5,-12.500000000000028,"2000-11-15T00:00:00",10.0,0.7951493859291077,0.18626457452774048,11.441036224365234
60.5,-12.500000000000028,"2000-12-15T00:00:00",10.0,1.4549312591552734,2.539055109024048,11.098578453063965
